Metric Category,Metric Name,Value
Broker,CPU Min (%),1.75029
Broker,CPU Max (%),16.93182
Broker,CPU Avg (%),5.65436
Broker,CPU Variance,12.47355
Broker,Memory Min (MB),81.60614
Broker,Memory Max (MB),81.64862
Broker,Memory Avg (MB),81.64033
Broker,Memory Variance,0.00003
Messaging,Latency Min (ms),-0.52333
Messaging,Latency Max (ms),502.71630
Messaging,Latency Avg (ms),83.18136
Messaging,Latency Variance,5155.22412
Messaging,Throughput (msgs/sec),106.96896
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18736
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18736
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18736
Purpose Correctness,Total Received,18736
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
