Metric Category,Metric Name,Value
Broker,CPU Min (%),0.00000
Broker,CPU Max (%),0.00000
Broker,CPU Avg (%),0.00000
Broker,CPU Variance,0.00000
Broker,Memory Min (MB),0.00000
Broker,Memory Max (MB),0.00000
Broker,Memory Avg (MB),0.00000
Broker,Memory Variance,0.00000
Messaging,Latency Min (ms),-18.53538
Messaging,Latency Max (ms),367.88225
Messaging,Latency Avg (ms),28.99867
Messaging,Latency Variance,982.27064
Messaging,Throughput (msgs/sec),111.38553
Messaging,Avg Header Size (bytes),27.10062
Messaging,Data Messages,19382
Messaging,Non-Data Messages,587
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,19326
Purpose Correctness,Total Invalid Messages,56
Purpose Correctness,Total Expected,19382
Purpose Correctness,Total Received,19382
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0026
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,451
OP Correctness,Total Actual Responses,451
OP Correctness,Total Relevant Requests Recieved,510
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.7663
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
