Metric Category,Metric Name,Value
Broker,CPU Min (%),1.98366
Broker,CPU Max (%),16.57922
Broker,CPU Avg (%),6.97385
Broker,CPU Variance,14.38068
Broker,Memory Min (MB),51.92208
Broker,Memory Max (MB),52.03240
Broker,Memory Avg (MB),51.97114
Broker,Memory Variance,0.00147
Messaging,Latency Min (ms),-8.24022
Messaging,Latency Max (ms),105.27086
Messaging,Latency Avg (ms),16.47298
Messaging,Latency Variance,200.14477
Messaging,Throughput (msgs/sec),92.80174
Messaging,Avg Header Size (bytes),27.93405
Messaging,Data Messages,16231
Messaging,Non-Data Messages,244
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,16231
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,16231
Purpose Correctness,Total Received,16231
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,108
OP Correctness,Total Actual Responses,108
OP Correctness,Total Relevant Requests Recieved,125
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9191
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
