Metric Category,Metric Name,Value
Broker,CPU Min (%),2.39180
Broker,CPU Max (%),17.16599
Broker,CPU Avg (%),7.09712
Broker,CPU Variance,17.02737
Broker,Memory Min (MB),81.87622
Broker,Memory Max (MB),81.90865
Broker,Memory Avg (MB),81.89092
Broker,Memory Variance,0.00009
Messaging,Latency Min (ms),-7.76553
Messaging,Latency Max (ms),109.31492
Messaging,Latency Avg (ms),15.27874
Messaging,Latency Variance,199.47071
Messaging,Throughput (msgs/sec),108.52643
Messaging,Avg Header Size (bytes),27.92200
Messaging,Data Messages,18911
Messaging,Non-Data Messages,254
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18911
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18911
Purpose Correctness,Total Received,18911
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,118
OP Correctness,Total Actual Responses,118
OP Correctness,Total Relevant Requests Recieved,135
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9926
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
