Metric Category,Metric Name,Value
Broker,CPU Min (%),1.74014
Broker,CPU Max (%),15.90361
Broker,CPU Avg (%),6.07222
Broker,CPU Variance,12.96180
Broker,Memory Min (MB),84.50634
Broker,Memory Max (MB),84.56038
Broker,Memory Avg (MB),84.53809
Broker,Memory Variance,0.00020
Messaging,Latency Min (ms),-1.49798
Messaging,Latency Max (ms),454.70858
Messaging,Latency Avg (ms),92.01201
Messaging,Latency Variance,5741.64093
Messaging,Throughput (msgs/sec),106.96594
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18636
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18636
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18636
Purpose Correctness,Total Received,18636
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
