Metric Category,Metric Name,Value
Broker,CPU Min (%),2.16606
Broker,CPU Max (%),17.03248
Broker,CPU Avg (%),7.49169
Broker,CPU Variance,14.22966
Broker,Memory Min (MB),40.85828
Broker,Memory Max (MB),40.95098
Broker,Memory Avg (MB),40.90974
Broker,Memory Variance,0.00080
Messaging,Latency Min (ms),-17.08841
Messaging,Latency Max (ms),944.66066
Messaging,Latency Avg (ms),64.89938
Messaging,Latency Variance,12537.72902
Messaging,Throughput (msgs/sec),112.62687
Messaging,Avg Header Size (bytes),27.83138
Messaging,Data Messages,19771
Messaging,Non-Data Messages,762
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,19771
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,19771
Purpose Correctness,Total Received,19771
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,132
OP Correctness,Total Expected Responses,626
OP Correctness,Total Actual Responses,626
OP Correctness,Total Relevant Requests Recieved,764
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8302
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
