Metric Category,Metric Name,Value
Broker,CPU Min (%),0.00000
Broker,CPU Max (%),0.00000
Broker,CPU Avg (%),0.00000
Broker,CPU Variance,0.00000
Broker,Memory Min (MB),0.00000
Broker,Memory Max (MB),0.00000
Broker,Memory Avg (MB),0.00000
Broker,Memory Variance,0.00000
Messaging,Latency Min (ms),-18.45026
Messaging,Latency Max (ms),150.06828
Messaging,Latency Avg (ms),18.93249
Messaging,Latency Variance,264.06122
Messaging,Throughput (msgs/sec),89.38039
Messaging,Avg Header Size (bytes),27.10717
Messaging,Data Messages,15624
Messaging,Non-Data Messages,255
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,15624
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,15624
Purpose Correctness,Total Received,15624
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,144
OP Correctness,Total Expected Responses,111
OP Correctness,Total Actual Responses,111
OP Correctness,Total Relevant Requests Recieved,129
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8958
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
