Metric Category,Metric Name,Value
Broker,CPU Min (%),12.12121
Broker,CPU Max (%),15.63594
Broker,CPU Avg (%),13.50746
Broker,CPU Variance,0.39720
Broker,Memory Min (MB),41.90274
Broker,Memory Max (MB),42.14287
Broker,Memory Avg (MB),42.00671
Broker,Memory Variance,0.00229
Messaging,Latency Min (ms),-12.19845
Messaging,Latency Max (ms),194.09370
Messaging,Latency Avg (ms),18.36929
Messaging,Latency Variance,263.81012
Messaging,Throughput (msgs/sec),279.60839
Messaging,Avg Header Size (bytes),27.17295
Messaging,Data Messages,50268
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,50268
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,50268
Purpose Correctness,Total Received,50268
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
