Metric Category,Metric Name,Value
Broker,CPU Min (%),2.30303
Broker,CPU Max (%),16.80441
Broker,CPU Avg (%),7.24250
Broker,CPU Variance,15.05682
Broker,Memory Min (MB),42.23560
Broker,Memory Max (MB),42.27104
Broker,Memory Avg (MB),42.25460
Broker,Memory Variance,0.00011
Messaging,Latency Min (ms),-23.98658
Messaging,Latency Max (ms),718.02950
Messaging,Latency Avg (ms),49.93566
Messaging,Latency Variance,5776.03049
Messaging,Throughput (msgs/sec),113.11942
Messaging,Avg Header Size (bytes),27.83015
Messaging,Data Messages,19851
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,19851
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,19851
Purpose Correctness,Total Received,19851
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
