Metric Category,Metric Name,Value
Broker,CPU Min (%),2.16346
Broker,CPU Max (%),17.16687
Broker,CPU Avg (%),6.75371
Broker,CPU Variance,16.28386
Broker,Memory Min (MB),40.31351
Broker,Memory Max (MB),40.35206
Broker,Memory Avg (MB),40.33766
Broker,Memory Variance,0.00009
Messaging,Latency Min (ms),-10.31971
Messaging,Latency Max (ms),170.56203
Messaging,Latency Avg (ms),22.22290
Messaging,Latency Variance,372.54464
Messaging,Throughput (msgs/sec),105.65784
Messaging,Avg Header Size (bytes),27.10496
Messaging,Data Messages,18382
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18382
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18382
Purpose Correctness,Total Received,18382
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
