Metric Category,Metric Name,Value
Broker,CPU Min (%),1.98830
Broker,CPU Max (%),16.48241
Broker,CPU Avg (%),6.56597
Broker,CPU Variance,16.64296
Broker,Memory Min (MB),84.48706
Broker,Memory Max (MB),84.55667
Broker,Memory Avg (MB),84.54302
Broker,Memory Variance,0.00007
Messaging,Latency Min (ms),-6.63972
Messaging,Latency Max (ms),145.16306
Messaging,Latency Avg (ms),19.41665
Messaging,Latency Variance,262.82477
Messaging,Throughput (msgs/sec),106.31157
Messaging,Avg Header Size (bytes),27.10490
Messaging,Data Messages,18636
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18636
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18636
Purpose Correctness,Total Received,18636
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
