Metric Category,Metric Name,Value
Broker,CPU Min (%),2.36686
Broker,CPU Max (%),17.22099
Broker,CPU Avg (%),8.16103
Broker,CPU Variance,20.15221
Broker,Memory Min (MB),63.57852
Broker,Memory Max (MB),63.73404
Broker,Memory Avg (MB),63.67232
Broker,Memory Variance,0.00381
Messaging,Latency Min (ms),-14.61196
Messaging,Latency Max (ms),213.35959
Messaging,Latency Avg (ms),22.27121
Messaging,Latency Variance,476.52983
Messaging,Throughput (msgs/sec),105.76086
Messaging,Avg Header Size (bytes),27.83048
Messaging,Data Messages,18611
Messaging,Non-Data Messages,427
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18611
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18611
Purpose Correctness,Total Received,18611
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,291
OP Correctness,Total Actual Responses,291
OP Correctness,Total Relevant Requests Recieved,349
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8974
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
