Metric Category,Metric Name,Value
Broker,CPU Min (%),1.66667
Broker,CPU Max (%),16.69463
Broker,CPU Avg (%),6.66056
Broker,CPU Variance,17.40767
Broker,Memory Min (MB),81.64778
Broker,Memory Max (MB),81.68815
Broker,Memory Avg (MB),81.67736
Broker,Memory Variance,0.00005
Messaging,Latency Min (ms),-8.32224
Messaging,Latency Max (ms),222.07141
Messaging,Latency Avg (ms),19.06930
Messaging,Latency Variance,277.49077
Messaging,Throughput (msgs/sec),106.33638
Messaging,Avg Header Size (bytes),27.10490
Messaging,Data Messages,18636
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18636
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18636
Purpose Correctness,Total Received,18636
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
