Metric Category,Metric Name,Value
Broker,CPU Min (%),2.38663
Broker,CPU Max (%),17.00483
Broker,CPU Avg (%),7.90001
Broker,CPU Variance,14.27824
Broker,Memory Min (MB),44.16219
Broker,Memory Max (MB),44.21756
Broker,Memory Avg (MB),44.19665
Broker,Memory Variance,0.00020
Messaging,Latency Min (ms),-23.20528
Messaging,Latency Max (ms),568.42184
Messaging,Latency Avg (ms),51.04139
Messaging,Latency Variance,5130.22022
Messaging,Throughput (msgs/sec),106.36377
Messaging,Avg Header Size (bytes),27.83225
Messaging,Data Messages,18595
Messaging,Non-Data Messages,612
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18595
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18595
Purpose Correctness,Total Received,18595
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,126
OP Correctness,Total Expected Responses,476
OP Correctness,Total Actual Responses,476
OP Correctness,Total Relevant Requests Recieved,540
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8463
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
