Metric Category,Metric Name,Value
Broker,CPU Min (%),2.27545
Broker,CPU Max (%),17.72021
Broker,CPU Avg (%),7.53800
Broker,CPU Variance,17.43015
Broker,Memory Min (MB),63.52973
Broker,Memory Max (MB),63.57910
Broker,Memory Avg (MB),63.55636
Broker,Memory Variance,0.00020
Messaging,Latency Min (ms),-23.77987
Messaging,Latency Max (ms),218.82129
Messaging,Latency Avg (ms),23.45666
Messaging,Latency Variance,896.43015
Messaging,Throughput (msgs/sec),106.12254
Messaging,Avg Header Size (bytes),27.92117
Messaging,Data Messages,18466
Messaging,Non-Data Messages,535
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18466
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18466
Purpose Correctness,Total Received,18466
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,128
OP Correctness,Total Expected Responses,399
OP Correctness,Total Actual Responses,399
OP Correctness,Total Relevant Requests Recieved,415
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9547
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
