Metric Category,Metric Name,Value
Broker,CPU Min (%),2.43056
Broker,CPU Max (%),24.35294
Broker,CPU Avg (%),7.31028
Broker,CPU Variance,17.28650
Broker,Memory Min (MB),46.76230
Broker,Memory Max (MB),46.81538
Broker,Memory Avg (MB),46.80286
Broker,Memory Variance,0.00009
Messaging,Latency Min (ms),-18.47386
Messaging,Latency Max (ms),623.05641
Messaging,Latency Avg (ms),58.97970
Messaging,Latency Variance,7702.40630
Messaging,Throughput (msgs/sec),112.46648
Messaging,Avg Header Size (bytes),27.83064
Messaging,Data Messages,19611
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,19611
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,19611
Purpose Correctness,Total Received,19611
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
