Metric Category,Metric Name,Value
Broker,CPU Min (%),11.38670
Broker,CPU Max (%),15.96351
Broker,CPU Avg (%),13.04154
Broker,CPU Variance,0.43017
Broker,Memory Min (MB),41.93654
Broker,Memory Max (MB),42.27025
Broker,Memory Avg (MB),42.07889
Broker,Memory Variance,0.00479
Messaging,Latency Min (ms),-3.42894
Messaging,Latency Max (ms),209.18965
Messaging,Latency Avg (ms),33.22027
Messaging,Latency Variance,594.33094
Messaging,Throughput (msgs/sec),308.12972
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,55386
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,55386
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,55386
Purpose Correctness,Total Received,55386
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
