Metric Category,Metric Name,Value
Broker,CPU Min (%),2.39521
Broker,CPU Max (%),17.47919
Broker,CPU Avg (%),7.16050
Broker,CPU Variance,16.69987
Broker,Memory Min (MB),81.85966
Broker,Memory Max (MB),81.92257
Broker,Memory Avg (MB),81.90562
Broker,Memory Variance,0.00013
Messaging,Latency Min (ms),-12.72345
Messaging,Latency Max (ms),256.98304
Messaging,Latency Avg (ms),15.80463
Messaging,Latency Variance,215.46232
Messaging,Throughput (msgs/sec),107.05738
Messaging,Avg Header Size (bytes),27.92159
Messaging,Data Messages,18811
Messaging,Non-Data Messages,255
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18811
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18811
Purpose Correctness,Total Received,18811
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,119
OP Correctness,Total Actual Responses,119
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
