Metric Category,Metric Name,Value
Broker,CPU Min (%),2.34279
Broker,CPU Max (%),17.09497
Broker,CPU Avg (%),7.65884
Broker,CPU Variance,17.40899
Broker,Memory Min (MB),44.23919
Broker,Memory Max (MB),44.29707
Broker,Memory Avg (MB),44.27335
Broker,Memory Variance,0.00015
Messaging,Latency Min (ms),-24.03188
Messaging,Latency Max (ms),250.46301
Messaging,Latency Avg (ms),25.88004
Messaging,Latency Variance,1054.76009
Messaging,Throughput (msgs/sec),105.08316
Messaging,Avg Header Size (bytes),27.92075
Messaging,Data Messages,18366
Messaging,Non-Data Messages,557
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18366
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18366
Purpose Correctness,Total Received,18366
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,129
OP Correctness,Total Expected Responses,421
OP Correctness,Total Actual Responses,421
OP Correctness,Total Relevant Requests Recieved,461
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9467
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
