Metric Category,Metric Name,Value
Broker,CPU Min (%),10.18735
Broker,CPU Max (%),20.66975
Broker,CPU Avg (%),13.08490
Broker,CPU Variance,3.00001
Broker,Memory Min (MB),40.20881
Broker,Memory Max (MB),40.77235
Broker,Memory Avg (MB),40.41822
Broker,Memory Variance,0.01870
Messaging,Latency Min (ms),-44.70515
Messaging,Latency Max (ms),352.61035
Messaging,Latency Avg (ms),28.00459
Messaging,Latency Variance,1236.65307
Messaging,Throughput (msgs/sec),236.60150
Messaging,Avg Header Size (bytes),27.65605
Messaging,Data Messages,42270
Messaging,Non-Data Messages,829
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,42269
Purpose Correctness,Total Invalid Messages,1
Purpose Correctness,Total Expected,42281
Purpose Correctness,Total Received,42270
Purpose Correctness,Total Rejected,12
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0001
OP Correctness,Total Operational Requests,130
OP Correctness,Total Expected Responses,693
OP Correctness,Total Actual Responses,693
OP Correctness,Total Relevant Requests Recieved,804
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8064
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
