Metric Category,Metric Name,Value
Broker,CPU Min (%),10.63584
Broker,CPU Max (%),19.03260
Broker,CPU Avg (%),13.17404
Broker,CPU Variance,2.53515
Broker,Memory Min (MB),47.54683
Broker,Memory Max (MB),48.07772
Broker,Memory Avg (MB),47.71447
Broker,Memory Variance,0.02172
Messaging,Latency Min (ms),-31.40259
Messaging,Latency Max (ms),363.01661
Messaging,Latency Avg (ms),30.64240
Messaging,Latency Variance,1377.41527
Messaging,Throughput (msgs/sec),222.66064
Messaging,Avg Header Size (bytes),27.65485
Messaging,Data Messages,39737
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,39734
Purpose Correctness,Total Invalid Messages,3
Purpose Correctness,Total Expected,39737
Purpose Correctness,Total Received,39737
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
