Metric Category,Metric Name,Value
Broker,CPU Min (%),2.00946
Broker,CPU Max (%),55.80305
Broker,CPU Avg (%),47.54390
Broker,CPU Variance,193.06256
Broker,Memory Min (MB),81.31099
Broker,Memory Max (MB),82.35784
Broker,Memory Avg (MB),82.11418
Broker,Memory Variance,0.09661
Messaging,Latency Min (ms),-16.65711
Messaging,Latency Max (ms),154.30212
Messaging,Latency Avg (ms),4.31535
Messaging,Latency Variance,92.87183
Messaging,Throughput (msgs/sec),108.23226
Messaging,Avg Header Size (bytes),27.10488
Messaging,Data Messages,18736
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18736
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18736
Purpose Correctness,Total Received,18736
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
