Metric Category,Metric Name,Value
Broker,CPU Min (%),9.93450
Broker,CPU Max (%),16.75448
Broker,CPU Avg (%),13.13313
Broker,CPU Variance,2.55104
Broker,Memory Min (MB),47.82109
Broker,Memory Max (MB),48.38178
Broker,Memory Avg (MB),48.02041
Broker,Memory Variance,0.02082
Messaging,Latency Min (ms),-44.99698
Messaging,Latency Max (ms),341.70461
Messaging,Latency Avg (ms),30.62605
Messaging,Latency Variance,1454.35995
Messaging,Throughput (msgs/sec),234.55140
Messaging,Avg Header Size (bytes),27.65864
Messaging,Data Messages,42086
Messaging,Non-Data Messages,655
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,42072
Purpose Correctness,Total Invalid Messages,14
Purpose Correctness,Total Expected,42095
Purpose Correctness,Total Received,42086
Purpose Correctness,Total Rejected,11
Purpose Correctness,Avg False Accept Rate,0.0001
Purpose Correctness,Avg False Reject Rate,0.0001
OP Correctness,Total Operational Requests,127
OP Correctness,Total Expected Responses,519
OP Correctness,Total Actual Responses,519
OP Correctness,Total Relevant Requests Recieved,557
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.7408
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
