Metric Category,Metric Name,Value
Broker,CPU Min (%),12.60404
Broker,CPU Max (%),19.85731
Broker,CPU Avg (%),13.88441
Broker,CPU Variance,0.55145
Broker,Memory Min (MB),41.43826
Broker,Memory Max (MB),41.71026
Broker,Memory Avg (MB),41.57110
Broker,Memory Variance,0.00312
Messaging,Latency Min (ms),-12.58254
Messaging,Latency Max (ms),176.12028
Messaging,Latency Avg (ms),18.87981
Messaging,Latency Variance,273.46326
Messaging,Throughput (msgs/sec),275.17040
Messaging,Avg Header Size (bytes),27.17251
Messaging,Data Messages,49458
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,49458
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,49458
Purpose Correctness,Total Received,49458
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
