Metric Category,Metric Name,Value
Broker,CPU Min (%),12.32394
Broker,CPU Max (%),19.50395
Broker,CPU Avg (%),14.08279
Broker,CPU Variance,0.79363
Broker,Memory Min (MB),41.80025
Broker,Memory Max (MB),42.18495
Broker,Memory Avg (MB),41.92292
Broker,Memory Variance,0.00472
Messaging,Latency Min (ms),-6.97923
Messaging,Latency Max (ms),222.91636
Messaging,Latency Avg (ms),20.77234
Messaging,Latency Variance,360.64830
Messaging,Throughput (msgs/sec),315.37805
Messaging,Avg Header Size (bytes),27.17251
Messaging,Data Messages,56721
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,56708
Purpose Correctness,Total Invalid Messages,13
Purpose Correctness,Total Expected,56730
Purpose Correctness,Total Received,56721
Purpose Correctness,Total Rejected,13
Purpose Correctness,Avg False Accept Rate,0.0003
Purpose Correctness,Avg False Reject Rate,0.0003
