Metric Category,Metric Name,Value
Broker,CPU Min (%),1.73611
Broker,CPU Max (%),15.65657
Broker,CPU Avg (%),6.78719
Broker,CPU Variance,14.15232
Broker,Memory Min (MB),46.69383
Broker,Memory Max (MB),46.75478
Broker,Memory Avg (MB),46.73439
Broker,Memory Variance,0.00015
Messaging,Latency Min (ms),-18.20111
Messaging,Latency Max (ms),181.91385
Messaging,Latency Avg (ms),22.53592
Messaging,Latency Variance,386.76776
Messaging,Throughput (msgs/sec),105.81973
Messaging,Avg Header Size (bytes),27.10062
Messaging,Data Messages,18436
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18436
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18436
Purpose Correctness,Total Received,18436
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
