Metric Category,Metric Name,Value
Broker,CPU Min (%),2.37530
Broker,CPU Max (%),16.92913
Broker,CPU Avg (%),7.29434
Broker,CPU Variance,16.58871
Broker,Memory Min (MB),84.32098
Broker,Memory Max (MB),84.36674
Broker,Memory Avg (MB),84.35660
Broker,Memory Variance,0.00011
Messaging,Latency Min (ms),-35.21347
Messaging,Latency Max (ms),153.40734
Messaging,Latency Avg (ms),15.45049
Messaging,Latency Variance,188.96537
Messaging,Throughput (msgs/sec),106.52832
Messaging,Avg Header Size (bytes),27.92117
Messaging,Data Messages,18711
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18711
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18711
Purpose Correctness,Total Received,18711
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
