Metric Category,Metric Name,Value
Broker,CPU Min (%),2.00236
Broker,CPU Max (%),18.93491
Broker,CPU Avg (%),7.19833
Broker,CPU Variance,15.69113
Broker,Memory Min (MB),52.03463
Broker,Memory Max (MB),52.13124
Broker,Memory Avg (MB),52.07533
Broker,Memory Variance,0.00112
Messaging,Latency Min (ms),-10.73909
Messaging,Latency Max (ms),112.10394
Messaging,Latency Avg (ms),18.53773
Messaging,Latency Variance,218.54791
Messaging,Throughput (msgs/sec),92.81601
Messaging,Avg Header Size (bytes),27.93405
Messaging,Data Messages,16231
Messaging,Non-Data Messages,239
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,16231
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,16231
Purpose Correctness,Total Received,16231
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,103
OP Correctness,Total Actual Responses,103
OP Correctness,Total Relevant Requests Recieved,120
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8824
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
