Metric Category,Metric Name,Value
Broker,CPU Min (%),10.01151
Broker,CPU Max (%),15.97938
Broker,CPU Avg (%),13.18655
Broker,CPU Variance,2.64741
Broker,Memory Min (MB),39.57287
Broker,Memory Max (MB),40.09805
Broker,Memory Avg (MB),39.75357
Broker,Memory Variance,0.02056
Messaging,Latency Min (ms),-27.25339
Messaging,Latency Max (ms),431.62370
Messaging,Latency Avg (ms),29.56927
Messaging,Latency Variance,1388.00991
Messaging,Throughput (msgs/sec),242.58170
Messaging,Avg Header Size (bytes),27.65776
Messaging,Data Messages,43538
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,43523
Purpose Correctness,Total Invalid Messages,15
Purpose Correctness,Total Expected,43540
Purpose Correctness,Total Received,43538
Purpose Correctness,Total Rejected,2
Purpose Correctness,Avg False Accept Rate,0.0001
Purpose Correctness,Avg False Reject Rate,0.0000
