Metric Category,Metric Name,Value
Broker,CPU Min (%),12.41379
Broker,CPU Max (%),20.44944
Broker,CPU Avg (%),13.88134
Broker,CPU Variance,0.68182
Broker,Memory Min (MB),41.68779
Broker,Memory Max (MB),41.95571
Broker,Memory Avg (MB),41.81663
Broker,Memory Variance,0.00305
Messaging,Latency Min (ms),-13.23700
Messaging,Latency Max (ms),161.36289
Messaging,Latency Avg (ms),20.58929
Messaging,Latency Variance,268.33028
Messaging,Throughput (msgs/sec),274.63283
Messaging,Avg Header Size (bytes),27.04837
Messaging,Data Messages,49368
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,49368
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,49368
Purpose Correctness,Total Received,49368
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
