Metric Category,Metric Name,Value
Broker,CPU Min (%),1.56627
Broker,CPU Max (%),16.47399
Broker,CPU Avg (%),7.01042
Broker,CPU Variance,17.03256
Broker,Memory Min (MB),42.27141
Broker,Memory Max (MB),42.30780
Broker,Memory Avg (MB),42.28730
Broker,Memory Variance,0.00007
Messaging,Latency Min (ms),-17.66777
Messaging,Latency Max (ms),285.45427
Messaging,Latency Avg (ms),23.85497
Messaging,Latency Variance,424.38153
Messaging,Throughput (msgs/sec),106.59245
Messaging,Avg Header Size (bytes),27.10490
Messaging,Data Messages,18579
Messaging,Non-Data Messages,438
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18565
Purpose Correctness,Total Invalid Messages,14
Purpose Correctness,Total Expected,18582
Purpose Correctness,Total Received,18579
Purpose Correctness,Total Rejected,3
Purpose Correctness,Avg False Accept Rate,0.0008
Purpose Correctness,Avg False Reject Rate,0.0002
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,302
OP Correctness,Total Actual Responses,302
OP Correctness,Total Relevant Requests Recieved,350
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.7316
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
