Metric Category,Metric Name,Value
Broker,CPU Min (%),10.79607
Broker,CPU Max (%),17.09786
Broker,CPU Avg (%),13.33935
Broker,CPU Variance,2.10861
Broker,Memory Min (MB),41.74206
Broker,Memory Max (MB),42.25198
Broker,Memory Avg (MB),41.93279
Broker,Memory Variance,0.01845
Messaging,Latency Min (ms),-11.73711
Messaging,Latency Max (ms),256.13117
Messaging,Latency Avg (ms),22.47149
Messaging,Latency Variance,833.69652
Messaging,Throughput (msgs/sec),280.43528
Messaging,Avg Header Size (bytes),27.76952
Messaging,Data Messages,50348
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,50346
Purpose Correctness,Total Invalid Messages,2
Purpose Correctness,Total Expected,50349
Purpose Correctness,Total Received,50348
Purpose Correctness,Total Rejected,3
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
