Metric Category,Metric Name,Value
Broker,CPU Min (%),11.00592
Broker,CPU Max (%),16.77489
Broker,CPU Avg (%),13.54434
Broker,CPU Variance,1.79463
Broker,Memory Min (MB),39.79156
Broker,Memory Max (MB),40.30735
Broker,Memory Avg (MB),39.96737
Broker,Memory Variance,0.02138
Messaging,Latency Min (ms),-17.20762
Messaging,Latency Max (ms),227.24032
Messaging,Latency Avg (ms),22.55158
Messaging,Latency Variance,811.13664
Messaging,Throughput (msgs/sec),281.18589
Messaging,Avg Header Size (bytes),27.76961
Messaging,Data Messages,50497
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,50482
Purpose Correctness,Total Invalid Messages,15
Purpose Correctness,Total Expected,50506
Purpose Correctness,Total Received,50497
Purpose Correctness,Total Rejected,11
Purpose Correctness,Avg False Accept Rate,0.0001
Purpose Correctness,Avg False Reject Rate,0.0001
