Metric Category,Metric Name,Value
Broker,CPU Min (%),12.70784
Broker,CPU Max (%),16.44880
Broker,CPU Avg (%),14.31975
Broker,CPU Variance,0.39678
Broker,Memory Min (MB),40.39121
Broker,Memory Max (MB),40.69392
Broker,Memory Avg (MB),40.53263
Broker,Memory Variance,0.00323
Messaging,Latency Min (ms),-28.56159
Messaging,Latency Max (ms),153.94211
Messaging,Latency Avg (ms),16.53587
Messaging,Latency Variance,242.01669
Messaging,Throughput (msgs/sec),266.30698
Messaging,Avg Header Size (bytes),27.66460
Messaging,Data Messages,47820
Messaging,Non-Data Messages,379
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,47820
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,47820
Purpose Correctness,Total Received,47820
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,243
OP Correctness,Total Actual Responses,243
OP Correctness,Total Relevant Requests Recieved,292
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8873
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
