Metric Category,Metric Name,Value
Broker,CPU Min (%),2.09360
Broker,CPU Max (%),17.91845
Broker,CPU Avg (%),7.57265
Broker,CPU Variance,18.45241
Broker,Memory Min (MB),41.58240
Broker,Memory Max (MB),41.61646
Broker,Memory Avg (MB),41.60240
Broker,Memory Variance,0.00007
Messaging,Latency Min (ms),-8.52847
Messaging,Latency Max (ms),212.83484
Messaging,Latency Avg (ms),21.74833
Messaging,Latency Variance,412.31904
Messaging,Throughput (msgs/sec),106.57269
Messaging,Avg Header Size (bytes),27.83048
Messaging,Data Messages,18611
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18611
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18611
Purpose Correctness,Total Received,18611
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
