Metric Category,Metric Name,Value
Broker,CPU Min (%),2.55517
Broker,CPU Max (%),19.65255
Broker,CPU Avg (%),7.42283
Broker,CPU Variance,18.59790
Broker,Memory Min (MB),81.42579
Broker,Memory Max (MB),81.45064
Broker,Memory Avg (MB),81.43600
Broker,Memory Variance,0.00005
Messaging,Latency Min (ms),-5.59449
Messaging,Latency Max (ms),90.75260
Messaging,Latency Avg (ms),16.21903
Messaging,Latency Variance,175.69283
Messaging,Throughput (msgs/sec),106.45759
Messaging,Avg Header Size (bytes),27.92075
Messaging,Data Messages,18611
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18611
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18611
Purpose Correctness,Total Received,18611
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
