Metric Category,Metric Name,Value
Broker,CPU Min (%),12.05098
Broker,CPU Max (%),15.93407
Broker,CPU Avg (%),13.76112
Broker,CPU Variance,0.48048
Broker,Memory Min (MB),39.80771
Broker,Memory Max (MB),40.16946
Broker,Memory Avg (MB),39.96050
Broker,Memory Variance,0.00577
Messaging,Latency Min (ms),-6.43778
Messaging,Latency Max (ms),187.40916
Messaging,Latency Avg (ms),20.12144
Messaging,Latency Variance,353.93236
Messaging,Throughput (msgs/sec),318.90760
Messaging,Avg Header Size (bytes),27.17269
Messaging,Data Messages,57314
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,57289
Purpose Correctness,Total Invalid Messages,25
Purpose Correctness,Total Expected,57324
Purpose Correctness,Total Received,57314
Purpose Correctness,Total Rejected,25
Purpose Correctness,Avg False Accept Rate,0.0006
Purpose Correctness,Avg False Reject Rate,0.0006
