Metric Category,Metric Name,Value
Broker,CPU Min (%),50.83732
Broker,CPU Max (%),57.04142
Broker,CPU Avg (%),52.34790
Broker,CPU Variance,2.04277
Broker,Memory Min (MB),82.34289
Broker,Memory Max (MB),82.63503
Broker,Memory Avg (MB),82.60893
Broker,Memory Variance,0.00150
Messaging,Latency Min (ms),-1.43433
Messaging,Latency Max (ms),45.23134
Messaging,Latency Avg (ms),2.73598
Messaging,Latency Variance,30.55389
Messaging,Throughput (msgs/sec),107.79767
Messaging,Avg Header Size (bytes),27.10485
Messaging,Data Messages,18836
Messaging,Non-Data Messages,255
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18836
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18836
Purpose Correctness,Total Received,18836
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,119
OP Correctness,Total Actual Responses,119
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
