Metric Category,Metric Name,Value
Broker,CPU Min (%),1.77725
Broker,CPU Max (%),16.06299
Broker,CPU Avg (%),6.60177
Broker,CPU Variance,14.91269
Broker,Memory Min (MB),41.53328
Broker,Memory Max (MB),41.64666
Broker,Memory Avg (MB),41.58929
Broker,Memory Variance,0.00182
Messaging,Latency Min (ms),-7.32279
Messaging,Latency Max (ms),167.97471
Messaging,Latency Avg (ms),20.90188
Messaging,Latency Variance,353.67994
Messaging,Throughput (msgs/sec),106.95414
Messaging,Avg Header Size (bytes),27.10061
Messaging,Data Messages,18836
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18836
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18836
Purpose Correctness,Total Received,18836
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
