Metric Category,Metric Name,Value
Broker,CPU Min (%),10.92715
Broker,CPU Max (%),16.10526
Broker,CPU Avg (%),13.48458
Broker,CPU Variance,1.73187
Broker,Memory Min (MB),47.73665
Broker,Memory Max (MB),48.27303
Broker,Memory Avg (MB),47.91903
Broker,Memory Variance,0.01694
Messaging,Latency Min (ms),-31.23355
Messaging,Latency Max (ms),241.35017
Messaging,Latency Avg (ms),22.71237
Messaging,Latency Variance,835.05667
Messaging,Throughput (msgs/sec),279.82986
Messaging,Avg Header Size (bytes),27.76981
Messaging,Data Messages,50258
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,50255
Purpose Correctness,Total Invalid Messages,3
Purpose Correctness,Total Expected,50246
Purpose Correctness,Total Received,50258
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
