Metric Category,Metric Name,Value
Broker,CPU Min (%),10.72261
Broker,CPU Max (%),15.52306
Broker,CPU Avg (%),12.85018
Broker,CPU Variance,0.48768
Broker,Memory Min (MB),41.49553
Broker,Memory Max (MB),41.76299
Broker,Memory Avg (MB),41.62260
Broker,Memory Variance,0.00467
Messaging,Latency Min (ms),-1.82605
Messaging,Latency Max (ms),184.11374
Messaging,Latency Avg (ms),32.33907
Messaging,Latency Variance,535.21261
Messaging,Throughput (msgs/sec),311.07817
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,55968
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,55968
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,55968
Purpose Correctness,Total Received,55968
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
