Metric Category,Metric Name,Value
Broker,CPU Min (%),2.39726
Broker,CPU Max (%),16.93548
Broker,CPU Avg (%),7.45539
Broker,CPU Variance,15.93913
Broker,Memory Min (MB),40.19951
Broker,Memory Max (MB),40.26111
Broker,Memory Avg (MB),40.24189
Broker,Memory Variance,0.00014
Messaging,Latency Min (ms),-36.06081
Messaging,Latency Max (ms),198.82989
Messaging,Latency Avg (ms),20.49404
Messaging,Latency Variance,382.19701
Messaging,Throughput (msgs/sec),106.91588
Messaging,Avg Header Size (bytes),27.83048
Messaging,Data Messages,18611
Messaging,Non-Data Messages,474
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18611
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18611
Purpose Correctness,Total Received,18611
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,338
OP Correctness,Total Actual Responses,338
OP Correctness,Total Relevant Requests Recieved,386
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8594
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
