Metric Category,Metric Name,Value
Broker,CPU Min (%),11.83036
Broker,CPU Max (%),18.59410
Broker,CPU Avg (%),13.10864
Broker,CPU Variance,0.61042
Broker,Memory Min (MB),39.30286
Broker,Memory Max (MB),39.59013
Broker,Memory Avg (MB),39.43892
Broker,Memory Variance,0.00389
Messaging,Latency Min (ms),-1.32370
Messaging,Latency Max (ms),179.03972
Messaging,Latency Avg (ms),35.01371
Messaging,Latency Variance,648.52583
Messaging,Throughput (msgs/sec),308.10179
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,55398
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,55398
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,55398
Purpose Correctness,Total Received,55398
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
