Metric Category,Metric Name,Value
Broker,CPU Min (%),12.47059
Broker,CPU Max (%),16.95906
Broker,CPU Avg (%),14.18690
Broker,CPU Variance,0.57893
Broker,Memory Min (MB),47.78694
Broker,Memory Max (MB),48.17670
Broker,Memory Avg (MB),47.93546
Broker,Memory Variance,0.00502
Messaging,Latency Min (ms),-17.47298
Messaging,Latency Max (ms),206.01034
Messaging,Latency Avg (ms),22.00675
Messaging,Latency Variance,341.55629
Messaging,Throughput (msgs/sec),327.43906
Messaging,Avg Header Size (bytes),27.04868
Messaging,Data Messages,58879
Messaging,Non-Data Messages,582
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,58863
Purpose Correctness,Total Invalid Messages,16
Purpose Correctness,Total Expected,58884
Purpose Correctness,Total Received,58879
Purpose Correctness,Total Rejected,5
Purpose Correctness,Avg False Accept Rate,0.0003
Purpose Correctness,Avg False Reject Rate,0.0001
OP Correctness,Total Operational Requests,127
OP Correctness,Total Expected Responses,446
OP Correctness,Total Actual Responses,446
OP Correctness,Total Relevant Requests Recieved,509
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8289
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
