Metric Category,Metric Name,Value
Broker,CPU Min (%),1.70732
Broker,CPU Max (%),16.44083
Broker,CPU Avg (%),6.80416
Broker,CPU Variance,15.67614
Broker,Memory Min (MB),40.26057
Broker,Memory Max (MB),40.36848
Broker,Memory Avg (MB),40.33310
Broker,Memory Variance,0.00058
Messaging,Latency Min (ms),-22.96495
Messaging,Latency Max (ms),319.78393
Messaging,Latency Avg (ms),23.38148
Messaging,Latency Variance,407.91976
Messaging,Throughput (msgs/sec),105.14098
Messaging,Avg Header Size (bytes),27.10493
Messaging,Data Messages,18482
Messaging,Non-Data Messages,437
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18482
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18482
Purpose Correctness,Total Received,18482
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,301
OP Correctness,Total Actual Responses,301
OP Correctness,Total Relevant Requests Recieved,347
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.7365
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
