Metric Category,Metric Name,Value
Broker,CPU Min (%),2.23529
Broker,CPU Max (%),17.03878
Broker,CPU Avg (%),7.99234
Broker,CPU Variance,15.50102
Broker,Memory Min (MB),63.63114
Broker,Memory Max (MB),63.72779
Broker,Memory Avg (MB),63.69000
Broker,Memory Variance,0.00058
Messaging,Latency Min (ms),-32.54533
Messaging,Latency Max (ms),176.90849
Messaging,Latency Avg (ms),20.51893
Messaging,Latency Variance,390.95686
Messaging,Throughput (msgs/sec),107.37401
Messaging,Avg Header Size (bytes),27.83125
Messaging,Data Messages,18465
Messaging,Non-Data Messages,492
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18465
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18465
Purpose Correctness,Total Received,18465
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,356
OP Correctness,Total Actual Responses,356
OP Correctness,Total Relevant Requests Recieved,397
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8639
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
