Metric Category,Metric Name,Value
Broker,CPU Min (%),2.03106
Broker,CPU Max (%),17.97066
Broker,CPU Avg (%),7.04664
Broker,CPU Variance,15.01511
Broker,Memory Min (MB),51.31803
Broker,Memory Max (MB),51.41409
Broker,Memory Avg (MB),51.36553
Broker,Memory Variance,0.00113
Messaging,Latency Min (ms),-6.02102
Messaging,Latency Max (ms),237.21957
Messaging,Latency Avg (ms),17.85162
Messaging,Latency Variance,235.47921
Messaging,Throughput (msgs/sec),92.21352
Messaging,Avg Header Size (bytes),27.93405
Messaging,Data Messages,16231
Messaging,Non-Data Messages,239
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,16231
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,16231
Purpose Correctness,Total Received,16231
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,103
OP Correctness,Total Actual Responses,103
OP Correctness,Total Relevant Requests Recieved,120
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8824
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
