Metric Category,Metric Name,Value
Broker,CPU Min (%),10.44133
Broker,CPU Max (%),15.97765
Broker,CPU Avg (%),13.34730
Broker,CPU Variance,1.88366
Broker,Memory Min (MB),42.38852
Broker,Memory Max (MB),42.97392
Broker,Memory Avg (MB),42.58364
Broker,Memory Variance,0.01998
Messaging,Latency Min (ms),-21.60406
Messaging,Latency Max (ms),255.10359
Messaging,Latency Avg (ms),21.80593
Messaging,Latency Variance,813.70451
Messaging,Throughput (msgs/sec),280.67824
Messaging,Avg Header Size (bytes),27.76993
Messaging,Data Messages,50394
Messaging,Non-Data Messages,754
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,50389
Purpose Correctness,Total Invalid Messages,5
Purpose Correctness,Total Expected,50393
Purpose Correctness,Total Received,50394
Purpose Correctness,Total Rejected,1
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,618
OP Correctness,Total Actual Responses,618
OP Correctness,Total Relevant Requests Recieved,754
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8359
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
