Metric Category,Metric Name,Value
Broker,CPU Min (%),12.27064
Broker,CPU Max (%),16.68611
Broker,CPU Avg (%),13.86610
Broker,CPU Variance,0.66292
Broker,Memory Min (MB),42.23606
Broker,Memory Max (MB),42.62373
Broker,Memory Avg (MB),42.37702
Broker,Memory Variance,0.00595
Messaging,Latency Min (ms),-11.81746
Messaging,Latency Max (ms),232.98478
Messaging,Latency Avg (ms),22.41997
Messaging,Latency Variance,368.23443
Messaging,Throughput (msgs/sec),323.83286
Messaging,Avg Header Size (bytes),27.04707
Messaging,Data Messages,58218
Messaging,Non-Data Messages,532
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,58141
Purpose Correctness,Total Invalid Messages,77
Purpose Correctness,Total Expected,58218
Purpose Correctness,Total Received,58218
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0013
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,126
OP Correctness,Total Expected Responses,396
OP Correctness,Total Actual Responses,396
OP Correctness,Total Relevant Requests Recieved,471
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8231
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
