Metric Category,Metric Name,Value
Broker,CPU Min (%),1.97905
Broker,CPU Max (%),17.57991
Broker,CPU Avg (%),6.96845
Broker,CPU Variance,17.38709
Broker,Memory Min (MB),42.21423
Broker,Memory Max (MB),42.26990
Broker,Memory Avg (MB),42.24830
Broker,Memory Variance,0.00018
Messaging,Latency Min (ms),-11.06691
Messaging,Latency Max (ms),249.76635
Messaging,Latency Avg (ms),24.05125
Messaging,Latency Variance,447.53085
Messaging,Throughput (msgs/sec),105.91356
Messaging,Avg Header Size (bytes),27.10062
Messaging,Data Messages,18536
Messaging,Non-Data Messages,419
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18536
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18536
Purpose Correctness,Total Received,18536
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,283
OP Correctness,Total Actual Responses,283
OP Correctness,Total Relevant Requests Recieved,321
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9310
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
