Metric Category,Metric Name,Value
Broker,CPU Min (%),12.85714
Broker,CPU Max (%),16.28392
Broker,CPU Avg (%),14.39591
Broker,CPU Variance,0.36530
Broker,Memory Min (MB),39.72874
Broker,Memory Max (MB),40.01697
Broker,Memory Avg (MB),39.87248
Broker,Memory Variance,0.00422
Messaging,Latency Min (ms),-11.12413
Messaging,Latency Max (ms),143.73899
Messaging,Latency Avg (ms),17.06674
Messaging,Latency Variance,247.66650
Messaging,Throughput (msgs/sec),261.04395
Messaging,Avg Header Size (bytes),27.66139
Messaging,Data Messages,46848
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,46848
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,46848
Purpose Correctness,Total Received,46848
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
