Metric Category,Metric Name,Value
Broker,CPU Min (%),12.11477
Broker,CPU Max (%),15.75263
Broker,CPU Avg (%),13.72805
Broker,CPU Variance,0.37839
Broker,Memory Min (MB),39.69110
Broker,Memory Max (MB),39.96187
Broker,Memory Avg (MB),39.82683
Broker,Memory Variance,0.00309
Messaging,Latency Min (ms),-8.20112
Messaging,Latency Max (ms),176.42117
Messaging,Latency Avg (ms),19.63478
Messaging,Latency Variance,278.63727
Messaging,Throughput (msgs/sec),284.59185
Messaging,Avg Header Size (bytes),27.04901
Messaging,Data Messages,51174
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,51174
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,51174
Purpose Correctness,Total Received,51174
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
