Metric Category,Metric Name,Value
Broker,CPU Min (%),12.58581
Broker,CPU Max (%),16.85144
Broker,CPU Avg (%),14.05075
Broker,CPU Variance,0.64857
Broker,Memory Min (MB),47.55541
Broker,Memory Max (MB),47.88030
Broker,Memory Avg (MB),47.69715
Broker,Memory Variance,0.00428
Messaging,Latency Min (ms),-11.50846
Messaging,Latency Max (ms),245.11290
Messaging,Latency Avg (ms),22.10328
Messaging,Latency Variance,368.20837
Messaging,Throughput (msgs/sec),336.52777
Messaging,Avg Header Size (bytes),27.04628
Messaging,Data Messages,60499
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,60454
Purpose Correctness,Total Invalid Messages,45
Purpose Correctness,Total Expected,60492
Purpose Correctness,Total Received,60499
Purpose Correctness,Total Rejected,3
Purpose Correctness,Avg False Accept Rate,0.0007
Purpose Correctness,Avg False Reject Rate,0.0000
