Metric Category,Metric Name,Value
Broker,CPU Min (%),2.31990
Broker,CPU Max (%),16.86636
Broker,CPU Avg (%),7.35669
Broker,CPU Variance,17.55094
Broker,Memory Min (MB),41.62576
Broker,Memory Max (MB),41.70375
Broker,Memory Avg (MB),41.66908
Broker,Memory Variance,0.00045
Messaging,Latency Min (ms),-10.22005
Messaging,Latency Max (ms),307.59978
Messaging,Latency Avg (ms),22.01580
Messaging,Latency Variance,904.39742
Messaging,Throughput (msgs/sec),105.25010
Messaging,Avg Header Size (bytes),27.92075
Messaging,Data Messages,18366
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18366
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18366
Purpose Correctness,Total Received,18366
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
