Metric Category,Metric Name,Value
Broker,CPU Min (%),12.97118
Broker,CPU Max (%),17.33967
Broker,CPU Avg (%),14.19866
Broker,CPU Variance,0.36948
Broker,Memory Min (MB),41.69476
Broker,Memory Max (MB),41.98346
Broker,Memory Avg (MB),41.85049
Broker,Memory Variance,0.00342
Messaging,Latency Min (ms),-13.72814
Messaging,Latency Max (ms),153.80383
Messaging,Latency Avg (ms),16.90379
Messaging,Latency Variance,241.11600
Messaging,Throughput (msgs/sec),265.65944
Messaging,Avg Header Size (bytes),27.66188
Messaging,Data Messages,47676
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,47676
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,47676
Purpose Correctness,Total Received,47676
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
