Metric Category,Metric Name,Value
Broker,CPU Min (%),2.24852
Broker,CPU Max (%),17.21404
Broker,CPU Avg (%),7.30574
Broker,CPU Variance,15.74608
Broker,Memory Min (MB),63.69317
Broker,Memory Max (MB),63.74158
Broker,Memory Avg (MB),63.72364
Broker,Memory Variance,0.00015
Messaging,Latency Min (ms),-56.03147
Messaging,Latency Max (ms),685.48465
Messaging,Latency Avg (ms),54.09129
Messaging,Latency Variance,5801.49423
Messaging,Throughput (msgs/sec),112.36096
Messaging,Avg Header Size (bytes),27.83155
Messaging,Data Messages,19691
Messaging,Non-Data Messages,706
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,19691
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,19691
Purpose Correctness,Total Received,19691
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,126
OP Correctness,Total Expected Responses,570
OP Correctness,Total Actual Responses,570
OP Correctness,Total Relevant Requests Recieved,631
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8450
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
