Metric Category,Metric Name,Value
Broker,CPU Min (%),12.61161
Broker,CPU Max (%),20.00000
Broker,CPU Avg (%),14.08300
Broker,CPU Variance,0.69825
Broker,Memory Min (MB),47.77496
Broker,Memory Max (MB),48.16479
Broker,Memory Avg (MB),47.92120
Broker,Memory Variance,0.00481
Messaging,Latency Min (ms),-12.93707
Messaging,Latency Max (ms),189.10909
Messaging,Latency Avg (ms),20.84946
Messaging,Latency Variance,351.65533
Messaging,Throughput (msgs/sec),314.05386
Messaging,Avg Header Size (bytes),27.17241
Messaging,Data Messages,56435
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,56418
Purpose Correctness,Total Invalid Messages,17
Purpose Correctness,Total Expected,56424
Purpose Correctness,Total Received,56435
Purpose Correctness,Total Rejected,5
Purpose Correctness,Avg False Accept Rate,0.0004
Purpose Correctness,Avg False Reject Rate,0.0001
