Metric Category,Metric Name,Value
Broker,CPU Min (%),2.30303
Broker,CPU Max (%),17.45121
Broker,CPU Avg (%),7.31907
Broker,CPU Variance,14.66311
Broker,Memory Min (MB),46.66795
Broker,Memory Max (MB),46.73341
Broker,Memory Avg (MB),46.72032
Broker,Memory Variance,0.00011
Messaging,Latency Min (ms),-49.10278
Messaging,Latency Max (ms),506.14047
Messaging,Latency Avg (ms),44.93610
Messaging,Latency Variance,4227.12618
Messaging,Throughput (msgs/sec),112.14819
Messaging,Avg Header Size (bytes),27.83064
Messaging,Data Messages,19611
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,19611
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,19611
Purpose Correctness,Total Received,19611
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
