Metric Category,Metric Name,Value
Broker,CPU Min (%),12.14529
Broker,CPU Max (%),16.49123
Broker,CPU Avg (%),13.44424
Broker,CPU Variance,0.40897
Broker,Memory Min (MB),50.63011
Broker,Memory Max (MB),50.78815
Broker,Memory Avg (MB),50.70167
Broker,Memory Variance,0.00085
Messaging,Latency Min (ms),-1.83129
Messaging,Latency Max (ms),180.65619
Messaging,Latency Avg (ms),33.95371
Messaging,Latency Variance,676.01230
Messaging,Throughput (msgs/sec),295.07309
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,53058
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,53058
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,53058
Purpose Correctness,Total Received,53058
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
