Metric Category,Metric Name,Value
Broker,CPU Min (%),1.82025
Broker,CPU Max (%),17.98839
Broker,CPU Avg (%),5.80564
Broker,CPU Variance,13.41786
Broker,Memory Min (MB),50.80233
Broker,Memory Max (MB),50.85414
Broker,Memory Avg (MB),50.83848
Broker,Memory Variance,0.00015
Messaging,Latency Min (ms),-0.53835
Messaging,Latency Max (ms),455.54042
Messaging,Latency Avg (ms),68.43103
Messaging,Latency Variance,3193.81608
Messaging,Throughput (msgs/sec),106.63051
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18836
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18836
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18836
Purpose Correctness,Total Received,18836
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
