Metric Category,Metric Name,Value
Broker,CPU Min (%),1.52403
Broker,CPU Max (%),16.76301
Broker,CPU Avg (%),5.98499
Broker,CPU Variance,13.07799
Broker,Memory Min (MB),50.77535
Broker,Memory Max (MB),50.83304
Broker,Memory Avg (MB),50.81691
Broker,Memory Variance,0.00015
Messaging,Latency Min (ms),-3.06916
Messaging,Latency Max (ms),351.59111
Messaging,Latency Avg (ms),79.31069
Messaging,Latency Variance,3776.09700
Messaging,Throughput (msgs/sec),107.07608
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18736
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18736
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18736
Purpose Correctness,Total Received,18736
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
