Metric Category,Metric Name,Value
Broker,CPU Min (%),12.11778
Broker,CPU Max (%),16.60900
Broker,CPU Avg (%),13.46864
Broker,CPU Variance,0.40089
Broker,Memory Min (MB),50.60805
Broker,Memory Max (MB),50.73107
Broker,Memory Avg (MB),50.67107
Broker,Memory Variance,0.00055
Messaging,Latency Min (ms),-1.40882
Messaging,Latency Max (ms),170.86029
Messaging,Latency Avg (ms),33.58337
Messaging,Latency Variance,688.80749
Messaging,Throughput (msgs/sec),297.16110
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,53472
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,53472
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,53472
Purpose Correctness,Total Received,53472
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
