Metric Category,Metric Name,Value
Broker,CPU Min (%),12.52900
Broker,CPU Max (%),16.17473
Broker,CPU Avg (%),13.98241
Broker,CPU Variance,0.32866
Broker,Memory Min (MB),56.05138
Broker,Memory Max (MB),56.28998
Broker,Memory Avg (MB),56.16076
Broker,Memory Variance,0.00217
Messaging,Latency Min (ms),-8.04567
Messaging,Latency Max (ms),164.65616
Messaging,Latency Avg (ms),19.81419
Messaging,Latency Variance,282.56958
Messaging,Throughput (msgs/sec),280.46057
Messaging,Avg Header Size (bytes),27.04983
Messaging,Data Messages,50448
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,50448
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,50448
Purpose Correctness,Total Received,50448
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,442
OP Correctness,Total Irrelevant Requests Recieved,918
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.7500
OP Correctness,Avg Completion,1.0000
