Metric Category,Metric Name,Value
Broker,CPU Min (%),1.79641
Broker,CPU Max (%),16.37555
Broker,CPU Avg (%),7.23078
Broker,CPU Variance,14.67229
Broker,Memory Min (MB),43.03384
Broker,Memory Max (MB),43.07994
Broker,Memory Avg (MB),43.06102
Broker,Memory Variance,0.00012
Messaging,Latency Min (ms),-26.13020
Messaging,Latency Max (ms),160.04229
Messaging,Latency Avg (ms),22.54577
Messaging,Latency Variance,357.17937
Messaging,Throughput (msgs/sec),106.29679
Messaging,Avg Header Size (bytes),27.10062
Messaging,Data Messages,18536
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18536
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18536
Purpose Correctness,Total Received,18536
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,467
OP Correctness,Total Irrelevant Requests Recieved,893
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.8015
OP Correctness,Avg Completion,1.0000
